word,special_word,group,query_type,raw_word,category,strength,row_id,source,normalized_key,decision,use_in_high_precision_lexicon,confidence,recommended_form,reason,duplicate_of
faced with this challenge,False,BLACKLIST,LLMgenerated,faced with,response-family-WEAK,WEAK-TRUE,,,,,,,,,
faced with this issue,False,BLACKLIST,LLMgenerated,faced with,response-family-WEAK,WEAK-TRUE,,,,,,,,,
faced with this limitation,False,BLACKLIST,LLMgenerated,faced with,response-family-WEAK,WEAK-TRUE,,,,,,,,,
faced with this problem,False,BLACKLIST,LLMgenerated,faced with,response-family-WEAK,WEAK-TRUE,,,,,,,,,
given these challenges,False,BLACKLIST,LLMgenerated,given,response-family-WEAK,WEAK-TRUE,,,,,,,,,
given these issues,False,BLACKLIST,LLMgenerated,given,response-family-WEAK,WEAK-TRUE,,,,,,,,,
given these limitations,False,BLACKLIST,LLMgenerated,given,response-family-WEAK,WEAK-TRUE,,,,,,,,,
given this challenge,False,BLACKLIST,LLMgenerated,given,response-family-WEAK,WEAK-TRUE,,,,,,,,,
given this issue,False,BLACKLIST,LLMgenerated,given,response-family-WEAK,WEAK-TRUE,,,,,,,,,
given this limitation,False,BLACKLIST,LLMgenerated,given,response-family-WEAK,WEAK-TRUE,,,,,,,,,
given this problem,False,BLACKLIST,LLMgenerated,given,response-family-WEAK,WEAK-TRUE,,,,,,,,,
in light of these challenges,False,BLACKLIST,LLMgenerated,in light of,response-family-WEAK,WEAK-TRUE,,,,,,,,,
in light of these issues,False,BLACKLIST,LLMgenerated,in light of,response-family-WEAK,WEAK-TRUE,,,,,,,,,
in light of these limitations,False,BLACKLIST,LLMgenerated,in light of,response-family-WEAK,WEAK-TRUE,,,,,,,,,
in light of this challenge,False,BLACKLIST,LLMgenerated,in light of,response-family-WEAK,WEAK-TRUE,,,,,,,,,
in light of this issue,False,BLACKLIST,LLMgenerated,in light of,response-family-WEAK,WEAK-TRUE,,,,,,,,,
in light of this limitation,False,BLACKLIST,LLMgenerated,in light of,response-family-WEAK,WEAK-TRUE,,,,,,,,,
in light of this problem,False,BLACKLIST,LLMgenerated,in light of,response-family-WEAK,WEAK-TRUE,,,,,,,,,
in reaction to these challenges,False,BLACKLIST,LLMgenerated,in reaction to,response-family-WEAK,WEAK-TRUE,,,,,,,,,
in reaction to these issues,False,BLACKLIST,LLMgenerated,in reaction to,response-family-WEAK,WEAK-TRUE,,,,,,,,,
in reaction to these limitations,False,BLACKLIST,LLMgenerated,in reaction to,response-family-WEAK,WEAK-TRUE,,,,,,,,,
in reaction to this,False,BLACKLIST,LLMgenerated,in reaction to,response-family-WEAK,WEAK-TRUE,,,,,,,,,
in reaction to this challenge,False,BLACKLIST,LLMgenerated,in reaction to,response-family-WEAK,WEAK-TRUE,,,,,,,,,
in reaction to this issue,False,BLACKLIST,LLMgenerated,in reaction to,response-family-WEAK,WEAK-TRUE,,,,,,,,,
in reaction to this limitation,False,BLACKLIST,LLMgenerated,in reaction to,response-family-WEAK,WEAK-TRUE,,,,,,,,,
in reaction to this problem,False,BLACKLIST,LLMgenerated,in reaction to,response-family-WEAK,WEAK-TRUE,,,,,,,,,
in response to these challenges,False,BLACKLIST,LLMgenerated,in response to,response-family-WEAK,WEAK-TRUE,,,,,,,,,
in response to these issues,False,BLACKLIST,LLMgenerated,in response to,response-family-WEAK,WEAK-TRUE,,,,,,,,,
in response to these limitations,False,BLACKLIST,LLMgenerated,in response to,response-family-WEAK,WEAK-TRUE,,,,,,,,,
in response to this,False,BLACKLIST,LLMgenerated,in response to,response-family-WEAK,WEAK-TRUE,,,,,,,,,
in response to this challenge,False,BLACKLIST,LLMgenerated,in response to,response-family-WEAK,WEAK-TRUE,,,,,,,,,
in response to this issue,False,BLACKLIST,LLMgenerated,in response to,response-family-WEAK,WEAK-TRUE,,,,,,,,,
in response to this limitation,False,BLACKLIST,LLMgenerated,in response to,response-family-WEAK,WEAK-TRUE,,,,,,,,,
in response to this problem,False,BLACKLIST,LLMgenerated,in response to,response-family-WEAK,WEAK-TRUE,,,,,,,,,
in view of these challenges,False,BLACKLIST,LLMgenerated,in view of,response-family-WEAK,WEAK-TRUE,,,,,,,,,
in view of these issues,False,BLACKLIST,LLMgenerated,in view of,response-family-WEAK,WEAK-TRUE,,,,,,,,,
in view of these limitations,False,BLACKLIST,LLMgenerated,in view of,response-family-WEAK,WEAK-TRUE,,,,,,,,,
in view of this challenge,False,BLACKLIST,LLMgenerated,in view of,response-family-WEAK,WEAK-TRUE,,,,,,,,,
in view of this issue,False,BLACKLIST,LLMgenerated,in view of,response-family-WEAK,WEAK-TRUE,,,,,,,,,
in view of this limitation,False,BLACKLIST,LLMgenerated,in view of,response-family-WEAK,WEAK-TRUE,,,,,,,,,
in view of this problem,False,BLACKLIST,LLMgenerated,in view of,response-family-WEAK,WEAK-TRUE,,,,,,,,,
to respond to these challenges,False,BLACKLIST,LLMgenerated,to respond to,response-family-WEAK,WEAK-TRUE,,,,,,,,,
to respond to these issues,False,BLACKLIST,LLMgenerated,to respond to,response-family-WEAK,WEAK-TRUE,,,,,,,,,
to respond to these limitations,False,BLACKLIST,LLMgenerated,to respond to,response-family-WEAK,WEAK-TRUE,,,,,,,,,
to respond to this,False,BLACKLIST,LLMgenerated,to respond to,response-family-WEAK,WEAK-TRUE,,,,,,,,,
to respond to this challenge,False,BLACKLIST,LLMgenerated,to respond to,response-family-WEAK,WEAK-TRUE,,,,,,,,,
to respond to this issue,False,BLACKLIST,LLMgenerated,to respond to,response-family-WEAK,WEAK-TRUE,,,,,,,,,
to respond to this limitation,False,BLACKLIST,LLMgenerated,to respond to,response-family-WEAK,WEAK-TRUE,,,,,,,,,
to respond to this problem,False,BLACKLIST,LLMgenerated,to respond to,response-family-WEAK,WEAK-TRUE,,,,,,,,,
as a countermeasure against this problem,False,BLACKLIST,LLMgenerated,as a countermeasure,solution-pivot-WEAK,WEAK-TRUE,,,,,,,,,
as a countermeasure to this issue,False,BLACKLIST,LLMgenerated,as a countermeasure,solution-pivot-WEAK,WEAK-TRUE,,,,,,,,,
as a fix for this issue,False,BLACKLIST,LLMgenerated,as a fix,solution-pivot-WEAK,WEAK-TRUE,,,,,,,,,
as a fix for this problem,False,BLACKLIST,LLMgenerated,as a fix,solution-pivot-WEAK,WEAK-TRUE,,,,,,,,,
as a remedy for this issue,False,BLACKLIST,LLMgenerated,as a remedy,solution-pivot-WEAK,WEAK-TRUE,,,,,,,,,
as a remedy for this limitation,False,BLACKLIST,LLMgenerated,as a remedy,solution-pivot-WEAK,WEAK-TRUE,,,,,,,,,
as a remedy to this problem,False,BLACKLIST,LLMgenerated,as a remedy,solution-pivot-WEAK,WEAK-TRUE,,,,,,,,,
as a response to this issue,False,BLACKLIST,LLMgenerated,as a response to,solution-pivot-WEAK,WEAK-TRUE,,,,,,,,,
as a response to this limitation,False,BLACKLIST,LLMgenerated,as a response to,solution-pivot-WEAK,WEAK-TRUE,,,,,,,,,
as a response to this problem,False,BLACKLIST,LLMgenerated,as a response to,solution-pivot-WEAK,WEAK-TRUE,,,,,,,,,
as a solution to these limitations,False,BLACKLIST,LLMgenerated,as a solution,solution-pivot-WEAK,WEAK-TRUE,,,,,,,,,
as a solution to these problems,False,BLACKLIST,LLMgenerated,as a solution,solution-pivot-WEAK,WEAK-TRUE,,,,,,,,,
as a solution to this issue,False,BLACKLIST,LLMgenerated,as a solution,solution-pivot-WEAK,WEAK-TRUE,,,,,,,,,
as a solution to this limitation,False,BLACKLIST,LLMgenerated,as a solution,solution-pivot-WEAK,WEAK-TRUE,,,,,,,,,
as a solution to this problem,False,BLACKLIST,LLMgenerated,as a solution,solution-pivot-WEAK,WEAK-TRUE,,,,,,,,,
as a workaround for this issue,False,BLACKLIST,LLMgenerated,as a workaround,solution-pivot-WEAK,WEAK-TRUE,,,,,,,,,
as a workaround for this limitation,False,BLACKLIST,LLMgenerated,as a workaround,solution-pivot-WEAK,WEAK-TRUE,,,,,,,,,
as a workaround for this problem,False,BLACKLIST,LLMgenerated,as a workaround,solution-pivot-WEAK,WEAK-TRUE,,,,,,,,,
as an answer to this challenge,False,BLACKLIST,LLMgenerated,as an answer to,solution-pivot-WEAK,WEAK-TRUE,,,,,,,,,
as an answer to this problem,False,BLACKLIST,LLMgenerated,as an answer to,solution-pivot-WEAK,WEAK-TRUE,,,,,,,,,
our solution to this issue,False,BLACKLIST,LLMgenerated,our solution,solution-pivot-WEAK,WEAK-TRUE,,,,,,,,,
our solution to this limitation,False,BLACKLIST,LLMgenerated,our solution,solution-pivot-WEAK,WEAK-TRUE,,,,,,,,,
our solution to this problem,False,BLACKLIST,LLMgenerated,our solution,solution-pivot-WEAK,WEAK-TRUE,,,,,,,,,
as a countermeasure,False,BLACKLIST,LLMgenerated,as a countermeasure,solution-pivot-bare-WEAK,WEAK-TRUE,,,,,,,,,
as a fix,False,BLACKLIST,LLMgenerated,as a fix,solution-pivot-bare-WEAK,WEAK-TRUE,,,,,,,,,
as a remedy,False,BLACKLIST,LLMgenerated,as a remedy,solution-pivot-bare-WEAK,WEAK-TRUE,,,,,,,,,
as a solution,False,BLACKLIST,LLMgenerated,as a solution,solution-pivot-bare-WEAK,WEAK-TRUE,,,,,,,,,
as a workaround,False,BLACKLIST,LLMgenerated,as a workaround,solution-pivot-bare-WEAK,WEAK-TRUE,,,,,,,,,
our fix,False,BLACKLIST,LLMgenerated,our fix,solution-pivot-bare-WEAK,WEAK-TRUE,,,,,,,,,
our remedy,False,BLACKLIST,LLMgenerated,our remedy,solution-pivot-bare-WEAK,WEAK-TRUE,,,,,,,,,
our resolution,False,BLACKLIST,LLMgenerated,our resolution,solution-pivot-bare-WEAK,WEAK-TRUE,,,,,,,,,
our solution,False,BLACKLIST,LLMgenerated,our solution,solution-pivot-bare-WEAK,WEAK-TRUE,,,,,,,,,
for these purposes,False,BLACKLIST,LLMgenerated,for these purposes,teleological-family-WEAK,WEAK-TRUE,,,,,,,,,
for these reasons,False,BLACKLIST,LLMgenerated,for these reasons,teleological-family-WEAK,WEAK-TRUE,,,,,,,,,
for this reason,False,BLACKLIST,LLMgenerated,for this reason,teleological-family-WEAK,WEAK-TRUE,,,,,,,,,
to that end,False,BLACKLIST,LLMgenerated,to that end,teleological-family-WEAK,WEAK-TRUE,,,,,,,,,
to this end,False,BLACKLIST,LLMgenerated,to this end,teleological-family-WEAK,WEAK-TRUE,,,,,,,,,
toward this end,False,BLACKLIST,LLMgenerated,toward this end,teleological-family-WEAK,WEAK-TRUE,,,,,,,,,
toward this goal,False,BLACKLIST,LLMgenerated,toward this goal,teleological-family-WEAK,WEAK-TRUE,,,,,,,,,
towards this end,False,BLACKLIST,LLMgenerated,towards this end,teleological-family-WEAK,WEAK-TRUE,,,,,,,,,
towards this goal,False,BLACKLIST,LLMgenerated,towards this goal,teleological-family-WEAK,WEAK-TRUE,,,,,,,,,
with this aim,False,BLACKLIST,LLMgenerated,with this aim,teleological-family-WEAK,WEAK-TRUE,,,,,,,,,
with this aim in mind,False,BLACKLIST,LLMgenerated,with this aim in mind,teleological-family-WEAK,WEAK-TRUE,,,,,,,,,
with this goal in mind,False,BLACKLIST,LLMgenerated,with this goal in mind,teleological-family-WEAK,WEAK-TRUE,,,,,,,,,
with this in mind,False,BLACKLIST,LLMgenerated,with this in mind,teleological-family-WEAK,WEAK-TRUE,,,,,,,,,
with this motivation,False,BLACKLIST,LLMgenerated,with this motivation,teleological-family-WEAK,WEAK-TRUE,,,,,,,,,
with this objective,False,BLACKLIST,LLMgenerated,with this objective,teleological-family-WEAK,WEAK-TRUE,,,,,,,,,
to attack this issue,False,BLACKLIST,LLMgenerated,to attack,weak-purposive,WEAK-TRUE,,,,,,,,,
to attack this problem,False,BLACKLIST,LLMgenerated,to attack,weak-purposive,WEAK-TRUE,,,,,,,,,
to compensate for this,False,BLACKLIST,LLMgenerated,to compensate for,weak-purposive,WEAK-TRUE,,,,,,,,,
to compensate for this limitation,False,BLACKLIST,LLMgenerated,to compensate for,weak-purposive,WEAK-TRUE,,,,,,,,,
to correct this,False,BLACKLIST,LLMgenerated,to correct,weak-purposive,WEAK-TRUE,,,,,,,,,
to correct this error,False,BLACKLIST,LLMgenerated,to correct,weak-purposive,WEAK-TRUE,,,,,,,,,
to minimize this,False,BLACKLIST,LLMgenerated,to minimize,weak-purposive,WEAK-TRUE,,,,,,,,,
to minimize this issue,False,BLACKLIST,LLMgenerated,to minimize,weak-purposive,WEAK-TRUE,,,,,,,,,
to offset this,False,BLACKLIST,LLMgenerated,to offset,weak-purposive,WEAK-TRUE,,,,,,,,,
to offset this effect,False,BLACKLIST,LLMgenerated,to offset,weak-purposive,WEAK-TRUE,,,,,,,,,
to reduce this,False,BLACKLIST,LLMgenerated,to reduce,weak-purposive,WEAK-TRUE,,,,,,,,,
to reduce this issue,False,BLACKLIST,LLMgenerated,to reduce,weak-purposive,WEAK-TRUE,,,,,,,,,
also,False,BLACKLIST,LLMgenerated,also,additive-FALSE,FALSE,,,,,,,,,
besides,False,BLACKLIST,LLMgenerated,besides,additive-FALSE,FALSE,,,,,,,,,
furthermore,False,BLACKLIST,LLMgenerated,furthermore,additive-FALSE,FALSE,,,,,,,,,
in addition,False,BLACKLIST,LLMgenerated,in addition,additive-FALSE,FALSE,,,,,,,,,
moreover,False,BLACKLIST,LLMgenerated,moreover,additive-FALSE,FALSE,,,,,,,,,
on top of that,False,BLACKLIST,LLMgenerated,on top of that,additive-FALSE,FALSE,,,,,,,,,
what is more,False,BLACKLIST,LLMgenerated,what is more,additive-FALSE,FALSE,,,,,,,,,
in this work,False,BLACKLIST,LLMgenerated,in this work,bare-contribution-FALSE,FALSE,,,,,,,,,
our approach,False,BLACKLIST,LLMgenerated,our approach,bare-contribution-FALSE,FALSE,,,,,,,,,
our framework,False,BLACKLIST,LLMgenerated,our framework,bare-contribution-FALSE,FALSE,,,,,,,,,
our method,False,BLACKLIST,LLMgenerated,our method,bare-contribution-FALSE,FALSE,,,,,,,,,
our model,False,BLACKLIST,LLMgenerated,our model,bare-contribution-FALSE,FALSE,,,,,,,,,
we design,False,BLACKLIST,LLMgenerated,we design,bare-contribution-FALSE,FALSE,,,,,,,,,
we develop,False,BLACKLIST,LLMgenerated,we develop,bare-contribution-FALSE,FALSE,,,,,,,,,
we introduce,False,BLACKLIST,LLMgenerated,we introduce,bare-contribution-FALSE,FALSE,,,,,,,,,
we present,False,BLACKLIST,LLMgenerated,we present,bare-contribution-FALSE,FALSE,,,,,,,,,
we propose,False,BLACKLIST,LLMgenerated,we propose,bare-contribution-FALSE,FALSE,,,,,,,,,
to alleviate,False,BLACKLIST,LLMgenerated,to alleviate,bare-purposive-FALSE,FALSE,,,,,,,,,
to avoid,False,BLACKLIST,LLMgenerated,to avoid,bare-purposive-FALSE,FALSE,,,,,,,,,
to circumvent,False,BLACKLIST,LLMgenerated,to circumvent,bare-purposive-FALSE,FALSE,,,,,,,,,
to handle,False,BLACKLIST,LLMgenerated,to handle,bare-purposive-FALSE,FALSE,,,,,,,,,
to mitigate,False,BLACKLIST,LLMgenerated,to mitigate,bare-purposive-FALSE,FALSE,,,,,,,,,
to overcome,False,BLACKLIST,LLMgenerated,to overcome,bare-purposive-FALSE,FALSE,,,,,,,,,
to remedy,False,BLACKLIST,LLMgenerated,to remedy,bare-purposive-FALSE,FALSE,,,,,,,,,
to resolve,False,BLACKLIST,LLMgenerated,to resolve,bare-purposive-FALSE,FALSE,,,,,,,,,
to solve,False,BLACKLIST,LLMgenerated,to solve,bare-purposive-FALSE,FALSE,,,,,,,,,
to tackle,False,BLACKLIST,LLMgenerated,to tackle,bare-purposive-FALSE,FALSE,,,,,,,,,
along these lines,False,BLACKLIST,LLMgenerated,along these lines,building-FALSE,FALSE,,,,,,,,,
"along these lines, we propose",False,BLACKLIST,LLMgenerated,along these lines,building-FALSE,FALSE,,,,,,,,,
based on this finding,False,BLACKLIST,LLMgenerated,based on this,building-FALSE,FALSE,,,,,,,,,
based on this insight,False,BLACKLIST,LLMgenerated,based on this,building-FALSE,FALSE,,,,,,,,,
based on this observation,False,BLACKLIST,LLMgenerated,based on this,building-FALSE,FALSE,,,,,,,,,
building on this,False,BLACKLIST,LLMgenerated,building on this,building-FALSE,FALSE,,,,,,,,,
building on this insight,False,BLACKLIST,LLMgenerated,building on this,building-FALSE,FALSE,,,,,,,,,
building on this observation,False,BLACKLIST,LLMgenerated,building on this,building-FALSE,FALSE,,,,,,,,,
"building on this observation, we propose",False,BLACKLIST,LLMgenerated,building on this,building-FALSE,FALSE,,,,,,,,,
building on this work,False,BLACKLIST,LLMgenerated,building on this,building-FALSE,FALSE,,,,,,,,,
"building on this, we propose",False,BLACKLIST,LLMgenerated,building on this,building-FALSE,FALSE,,,,,,,,,
building upon this,False,BLACKLIST,LLMgenerated,building upon this,building-FALSE,FALSE,,,,,,,,,
building upon this observation,False,BLACKLIST,LLMgenerated,building upon this,building-FALSE,FALSE,,,,,,,,,
"building upon this, we propose",False,BLACKLIST,LLMgenerated,building upon this,building-FALSE,FALSE,,,,,,,,,
drawing on this,False,BLACKLIST,LLMgenerated,drawing on this,building-FALSE,FALSE,,,,,,,,,
drawing on this insight,False,BLACKLIST,LLMgenerated,drawing on this,building-FALSE,FALSE,,,,,,,,,
drawing upon this,False,BLACKLIST,LLMgenerated,drawing upon this,building-FALSE,FALSE,,,,,,,,,
extending this,False,BLACKLIST,LLMgenerated,extending this,building-FALSE,FALSE,,,,,,,,,
extending this work,False,BLACKLIST,LLMgenerated,extending this,building-FALSE,FALSE,,,,,,,,,
following this,False,BLACKLIST,LLMgenerated,following this,building-FALSE,FALSE,,,,,,,,,
following this observation,False,BLACKLIST,LLMgenerated,following this,building-FALSE,FALSE,,,,,,,,,
in this spirit,False,BLACKLIST,LLMgenerated,in this spirit,building-FALSE,FALSE,,,,,,,,,
"in this spirit, we propose",False,BLACKLIST,LLMgenerated,in this spirit,building-FALSE,FALSE,,,,,,,,,
in this vein,False,BLACKLIST,LLMgenerated,in this vein,building-FALSE,FALSE,,,,,,,,,
"in this vein, we propose",False,BLACKLIST,LLMgenerated,in this vein,building-FALSE,FALSE,,,,,,,,,
leveraging this,False,BLACKLIST,LLMgenerated,leveraging this,building-FALSE,FALSE,,,,,,,,,
leveraging this insight,False,BLACKLIST,LLMgenerated,leveraging this,building-FALSE,FALSE,,,,,,,,,
on this basis,False,BLACKLIST,LLMgenerated,on this basis,building-FALSE,FALSE,,,,,,,,,
"on this basis, we propose",False,BLACKLIST,LLMgenerated,on this basis,building-FALSE,FALSE,,,,,,,,,
with this insight,False,BLACKLIST,LLMgenerated,with this insight,building-FALSE,FALSE,,,,,,,,,
"with this insight, we propose",False,BLACKLIST,LLMgenerated,with this insight,building-FALSE,FALSE,,,,,,,,,
with this observation,False,BLACKLIST,LLMgenerated,with this observation,building-FALSE,FALSE,,,,,,,,,
accordingly,False,BLACKLIST,LLMgenerated,accordingly,causal-FALSE,FALSE,,,,,,,,,
hence,False,BLACKLIST,LLMgenerated,hence,causal-FALSE,FALSE,,,,,,,,,
it follows that,False,BLACKLIST,LLMgenerated,it follows that,causal-FALSE,FALSE,,,,,,,,,
thus,False,BLACKLIST,LLMgenerated,thus,causal-FALSE,FALSE,,,,,,,,,
"therefore, we propose",False,common_irrelevant,LLMgenerated,"therefore, we propose",causal-contribution-borderline-FALSE,FALSE,,,,,,,,,
"thus, we propose",False,BLACKLIST,LLMgenerated,"thus, we propose",causal-contribution-borderline-FALSE,FALSE,,,,,,,,,
we therefore propose,False,common_irrelevant,LLMgenerated,we therefore propose,causal-contribution-borderline-FALSE,FALSE,,,,,,,,,
we thus propose,False,BLACKLIST,LLMgenerated,we thus propose,causal-contribution-borderline-FALSE,FALSE,,,,,,,,,
by contrast,False,BLACKLIST,LLMgenerated,by contrast,contrast-FALSE,FALSE,,,,,,,,,
conversely,False,BLACKLIST,LLMgenerated,conversely,contrast-FALSE,FALSE,,,,,,,,,
however,False,common_irrelevant,LLMgenerated,however,contrast-FALSE,FALSE,,,,,,,,,
in spite of this,False,BLACKLIST,LLMgenerated,in spite of this,contrast-FALSE,FALSE,,,,,,,,,
nonetheless,False,BLACKLIST,LLMgenerated,nonetheless,contrast-FALSE,FALSE,,,,,,,,,
still,False,BLACKLIST,LLMgenerated,still,contrast-FALSE,FALSE,,,,,,,,,
yet,False,BLACKLIST,LLMgenerated,yet,contrast-FALSE,FALSE,,,,,,,,,
crucially,False,BLACKLIST,LLMgenerated,crucially,emphasis-FALSE,FALSE,,,,,,,,,
importantly,False,BLACKLIST,LLMgenerated,importantly,emphasis-FALSE,FALSE,,,,,,,,,
in fact,False,BLACKLIST,LLMgenerated,in fact,emphasis-FALSE,FALSE,,,,,,,,,
indeed,False,BLACKLIST,LLMgenerated,indeed,emphasis-FALSE,FALSE,,,,,,,,,
interestingly,False,BLACKLIST,LLMgenerated,interestingly,emphasis-FALSE,FALSE,,,,,,,,,
notably,False,BLACKLIST,LLMgenerated,notably,emphasis-FALSE,FALSE,,,,,,,,,
remarkably,False,BLACKLIST,LLMgenerated,remarkably,emphasis-FALSE,FALSE,,,,,,,,,
as an example,False,BLACKLIST,LLMgenerated,as an example,exemplification-FALSE,FALSE,,,,,,,,,
e.g.,False,BLACKLIST,LLMgenerated,e.g.,exemplification-FALSE,FALSE,,,,,,,,,
for example,False,BLACKLIST,LLMgenerated,for example,exemplification-FALSE,FALSE,,,,,,,,,
for instance,False,BLACKLIST,LLMgenerated,for instance,exemplification-FALSE,FALSE,,,,,,,,,
such as,False,BLACKLIST,LLMgenerated,such as,exemplification-FALSE,FALSE,,,,,,,,,
broadly speaking,False,BLACKLIST,LLMgenerated,broadly speaking,generalization-FALSE,FALSE,,,,,,,,,
in general,False,BLACKLIST,LLMgenerated,in general,generalization-FALSE,FALSE,,,,,,,,,
more broadly,False,BLACKLIST,LLMgenerated,more broadly,generalization-FALSE,FALSE,,,,,,,,,
more generally,False,BLACKLIST,LLMgenerated,more generally,generalization-FALSE,FALSE,,,,,,,,,
this implies,False,BLACKLIST,LLMgenerated,this implies,inference-FALSE,FALSE,,,,,,,,,
this indicates,False,BLACKLIST,LLMgenerated,this indicates,inference-FALSE,FALSE,,,,,,,,,
this shows,False,BLACKLIST,LLMgenerated,this shows,inference-FALSE,FALSE,,,,,,,,,
this suggests,False,BLACKLIST,LLMgenerated,this suggests,inference-FALSE,FALSE,,,,,,,,,
to shed light on this,False,BLACKLIST,LLMgenerated,to shed light on,investigation-FALSE,FALSE,,,,,,,,,
to shed light on this issue,False,BLACKLIST,LLMgenerated,to shed light on,investigation-FALSE,FALSE,,,,,,,,,
to shed light on this problem,False,BLACKLIST,LLMgenerated,to shed light on,investigation-FALSE,FALSE,,,,,,,,,
driven by these observations,False,BLACKLIST,LLMgenerated,driven by,motivation-weak-FALSE,FALSE,,,,,,,,,
driven by this,False,BLACKLIST,LLMgenerated,driven by,motivation-weak-FALSE,FALSE,,,,,,,,,
driven by this finding,False,BLACKLIST,LLMgenerated,driven by,motivation-weak-FALSE,FALSE,,,,,,,,,
driven by this observation,False,BLACKLIST,LLMgenerated,driven by,motivation-weak-FALSE,FALSE,,,,,,,,,
driven by this principle,False,BLACKLIST,LLMgenerated,driven by,motivation-weak-FALSE,FALSE,,,,,,,,,
"driven by this, we introduce",False,BLACKLIST,LLMgenerated,driven by,motivation-weak-FALSE,FALSE,,,,,,,,,
"driven by this, we propose",False,BLACKLIST,LLMgenerated,driven by,motivation-weak-FALSE,FALSE,,,,,,,,,
encouraged by these observations,False,BLACKLIST,LLMgenerated,encouraged by,motivation-weak-FALSE,FALSE,,,,,,,,,
encouraged by this,False,BLACKLIST,LLMgenerated,encouraged by,motivation-weak-FALSE,FALSE,,,,,,,,,
encouraged by this finding,False,BLACKLIST,LLMgenerated,encouraged by,motivation-weak-FALSE,FALSE,,,,,,,,,
encouraged by this observation,False,BLACKLIST,LLMgenerated,encouraged by,motivation-weak-FALSE,FALSE,,,,,,,,,
encouraged by this principle,False,BLACKLIST,LLMgenerated,encouraged by,motivation-weak-FALSE,FALSE,,,,,,,,,
"encouraged by this, we introduce",False,BLACKLIST,LLMgenerated,encouraged by,motivation-weak-FALSE,FALSE,,,,,,,,,
"encouraged by this, we propose",False,BLACKLIST,LLMgenerated,encouraged by,motivation-weak-FALSE,FALSE,,,,,,,,,
fueled by these observations,False,BLACKLIST,LLMgenerated,fueled by,motivation-weak-FALSE,FALSE,,,,,,,,,
fueled by this,False,BLACKLIST,LLMgenerated,fueled by,motivation-weak-FALSE,FALSE,,,,,,,,,
fueled by this finding,False,BLACKLIST,LLMgenerated,fueled by,motivation-weak-FALSE,FALSE,,,,,,,,,
fueled by this observation,False,BLACKLIST,LLMgenerated,fueled by,motivation-weak-FALSE,FALSE,,,,,,,,,
fueled by this principle,False,BLACKLIST,LLMgenerated,fueled by,motivation-weak-FALSE,FALSE,,,,,,,,,
"fueled by this, we introduce",False,BLACKLIST,LLMgenerated,fueled by,motivation-weak-FALSE,FALSE,,,,,,,,,
"fueled by this, we propose",False,BLACKLIST,LLMgenerated,fueled by,motivation-weak-FALSE,FALSE,,,,,,,,,
guided by these observations,False,BLACKLIST,LLMgenerated,guided by,motivation-weak-FALSE,FALSE,,,,,,,,,
guided by this,False,BLACKLIST,LLMgenerated,guided by,motivation-weak-FALSE,FALSE,,,,,,,,,
guided by this finding,False,BLACKLIST,LLMgenerated,guided by,motivation-weak-FALSE,FALSE,,,,,,,,,
guided by this observation,False,BLACKLIST,LLMgenerated,guided by,motivation-weak-FALSE,FALSE,,,,,,,,,
guided by this principle,False,BLACKLIST,LLMgenerated,guided by,motivation-weak-FALSE,FALSE,,,,,,,,,
"guided by this, we introduce",False,BLACKLIST,LLMgenerated,guided by,motivation-weak-FALSE,FALSE,,,,,,,,,
"guided by this, we propose",False,BLACKLIST,LLMgenerated,guided by,motivation-weak-FALSE,FALSE,,,,,,,,,
informed by these observations,False,BLACKLIST,LLMgenerated,informed by,motivation-weak-FALSE,FALSE,,,,,,,,,
informed by this,False,BLACKLIST,LLMgenerated,informed by,motivation-weak-FALSE,FALSE,,,,,,,,,
informed by this finding,False,BLACKLIST,LLMgenerated,informed by,motivation-weak-FALSE,FALSE,,,,,,,,,
informed by this observation,False,BLACKLIST,LLMgenerated,informed by,motivation-weak-FALSE,FALSE,,,,,,,,,
informed by this principle,False,BLACKLIST,LLMgenerated,informed by,motivation-weak-FALSE,FALSE,,,,,,,,,
"informed by this, we introduce",False,BLACKLIST,LLMgenerated,informed by,motivation-weak-FALSE,FALSE,,,,,,,,,
"informed by this, we propose",False,BLACKLIST,LLMgenerated,informed by,motivation-weak-FALSE,FALSE,,,,,,,,,
sparked by these observations,False,BLACKLIST,LLMgenerated,sparked by,motivation-weak-FALSE,FALSE,,,,,,,,,
sparked by this,False,BLACKLIST,LLMgenerated,sparked by,motivation-weak-FALSE,FALSE,,,,,,,,,
sparked by this finding,False,BLACKLIST,LLMgenerated,sparked by,motivation-weak-FALSE,FALSE,,,,,,,,,
sparked by this observation,False,BLACKLIST,LLMgenerated,sparked by,motivation-weak-FALSE,FALSE,,,,,,,,,
sparked by this principle,False,BLACKLIST,LLMgenerated,sparked by,motivation-weak-FALSE,FALSE,,,,,,,,,
"sparked by this, we introduce",False,BLACKLIST,LLMgenerated,sparked by,motivation-weak-FALSE,FALSE,,,,,,,,,
"sparked by this, we propose",False,BLACKLIST,LLMgenerated,sparked by,motivation-weak-FALSE,FALSE,,,,,,,,,
stimulated by these observations,False,BLACKLIST,LLMgenerated,stimulated by,motivation-weak-FALSE,FALSE,,,,,,,,,
stimulated by this,False,BLACKLIST,LLMgenerated,stimulated by,motivation-weak-FALSE,FALSE,,,,,,,,,
